step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/precision,classification/recall,classification/auroc,classification/auprc,classification/f1.0
755,151494,1510,0.02533616759653926,0.5,0.8,,,,,,,,,
756,151672,1512,0.03069171832128632,0.0,0.6666666666666666,,,,,,,,,
757,151930,1514,0.017152952333047863,0.5,0.8333333333333334,,,,,,,,,
758,152140,1516,0.0237051847843493,1.0,1.0,,,,,,,,,
759,152334,1518,0.026755587522438302,0.5,0.8,,,,,,,,,
760,152480,1520,0.026846300452052677,1.0,1.0,,,,,,,,,
761,153490,1522,0.01975944489432084,0.0,0.6,0.04090827073825097,0.0,0.6666666666666666,,,,,,
762,153668,1524,0.036504149558742156,0.5,0.8,,,,,,,,,
763,153894,1526,0.027070085189969534,1.0,1.0,,,,,,,,,
764,154040,1528,0.026469821470872276,1.0,1.0,,,,,,,,,
765,154282,1530,0.028321594130802617,1.0,1.0,,,,,,,,,
766,154412,1532,0.029057592708552987,0.5,0.8,,,,,,,,,
767,154670,1534,0.0269298427879302,0.5,0.8333333333333334,,,,,,,,,
768,154912,1536,0.026344847280023717,1.0,1.0,,,,,,,,,
769,155026,1538,0.042846515164625475,0.5,0.8,0.027919793028231655,1.0,1.0,,,,,,
770,155252,1540,0.02496896076460725,1.0,1.0,,,,,,,,,
771,155510,1542,0.01642771168892935,1.0,1.0,,,,,,,,,
772,155768,1544,0.020672939704871565,0.5,0.8333333333333334,,,,,,,,,
773,156058,1546,0.024510223159216166,0.0,0.5,,,,0.6295337080955505,0.6493506493506493,0.851063829787234,0.6358602226292801,0.725925667135266,0.7366482504604052
774,156236,1548,0.02273403986597259,1.0,1.0,,,,,,,,,
775,156462,1550,0.024354035201396625,1.0,1.0,,,,,,,,,
776,156576,1552,0.028477475641245097,1.0,1.0,,,,,,,,,
777,156770,1554,0.019560895051264047,1.0,1.0,0.03369096530700847,0.5,0.8,,,,,,
778,156996,1556,0.02387502479051331,0.5,0.8,,,,,,,,,
779,157158,1558,0.022004745033171506,0.5,0.8333333333333334,,,,,,,,,
780,157272,1560,0.0440837487013427,0.5,0.8,,,,,,,,,
781,157402,1562,0.03590559774269963,0.5,0.8,,,,,,,,,
782,157644,1564,0.026702943258682957,0.5,0.8,,,,,,,,,
783,157886,1566,0.02340172657132289,0.5,0.8,,,,,,,,,
784,158096,1568,0.020056946576644176,1.0,1.0,,,,,,,,,
785,158290,1570,0.019131493384536683,1.0,1.0,0.0346303625855838,1.0,1.0,,,,,,
786,158468,1572,0.025284623935076113,1.0,1.0,,,,,,,,,
787,158694,1574,0.021231258703671103,1.0,1.0,,,,,,,,,
788,158840,1576,0.025529851738895864,1.0,1.0,,,,,,,,,
789,159098,1578,0.021983622131376137,1.0,1.0,,,,,,,,,
790,159308,1580,0.02120283469806334,1.0,1.0,,,,,,,,,
791,159550,1582,0.03021822681054437,0.5,0.8,,,,,,,,,
792,159760,1584,0.02799015230799551,0.5,0.75,,,,,,,,,
793,159890,1586,0.03176348479630348,0.5,0.8333333333333334,0.01883809926475927,0.5,0.8,,,,,,
794,160020,1588,0.041757501698185706,0.5,0.8,,,,,,,,,
795,160310,1590,0.02185328070473512,0.0,0.6,,,,,,,,,
796,160552,1592,0.022673834989810227,1.0,1.0,,,,,,,,,
797,160794,1594,0.034465458365845886,0.0,0.6,,,,,,,,,
798,161020,1596,0.026319357683839664,0.0,0.5,,,,,,,,,
799,161118,1598,0.023934170498469413,1.0,1.0,,,,,,,,,
800,161312,1600,0.022310262233609327,0.5,0.8,,,,,,,,,
801,161538,1602,0.0252884921005526,1.0,1.0,0.034156347136560204,1.0,1.0,,,,,,
802,161668,1604,0.026422011550739914,1.0,1.0,,,,,,,,,
803,161958,1606,0.01677249858199041,1.0,1.0,,,,,,,,,
804,162248,1608,0.02930815703809736,0.0,0.5,,,,,,,,,
805,162490,1610,0.03638533024682132,0.5,0.8,,,,,,,,,
806,162636,1612,0.041813209941534396,0.5,0.8,,,,,,,,,
807,162910,1614,0.02698694871769182,0.0,0.5,,,,,,,,,
808,163136,1616,0.025000745680755308,1.0,1.0,,,,,,,,,
809,163394,1618,0.024236274423031397,0.5,0.8,0.03109342803523012,0.0,0.6666666666666666,,,,,,
810,163620,1620,0.02168513849912886,1.0,1.0,,,,,,,,,
811,163814,1622,0.022320439115193835,1.0,1.0,,,,,,,,,
812,164008,1624,0.03787693722335841,0.5,0.8,,,,,,,,,
813,164106,1626,0.046499369560355414,0.0,0.6666666666666666,,,,,,,,,
814,164236,1628,0.034337363502814924,0.5,0.8,,,,,,,,,
815,164478,1630,0.02721821731890729,1.0,1.0,,,,,,,,,
816,164688,1632,0.026086018234195762,1.0,1.0,,,,,,,,,
817,164834,1634,0.028559169192401188,1.0,1.0,0.029186005519994583,0.0,0.5,,,,,,
818,164964,1636,0.027749015446969165,0.5,0.8,,,,,,,,,
819,165126,1638,0.03013449020686403,0.5,0.8,,,,,,,,,
820,165368,1640,0.019905953465489797,0.5,0.8,,,,,,,,,
821,165594,1642,0.024649412850343423,0.5,0.8,,,,,,,,,
822,165740,1644,0.03178918920381168,1.0,1.0,,,,,,,,,
823,165950,1646,0.02229075902064009,1.0,1.0,,,,,,,,,
824,166144,1648,0.026021579289341804,0.5,0.8,,,,,,,,,
825,166370,1650,0.025676015522752452,1.0,1.0,0.03350479114390704,0.5,0.8,,,,,,
826,166500,1652,0.02940218460378986,1.0,1.0,,,,,,,,,
827,166662,1654,0.02562297541034423,0.5,0.8333333333333334,,,,,,,,,
828,166920,1656,0.029571195411697462,0.0,0.5,,,,,,,,,
829,167162,1658,0.024344481539976797,0.5,0.8,,,,,,,,,
830,167356,1660,0.023574016321141283,0.5,0.8,,,,,,,,,
831,167582,1662,0.024341667121149803,1.0,1.0,,,,,,,,,
832,167728,1664,0.029827967211178173,0.5,0.75,,,,,,,,,
833,167970,1666,0.022238631167156044,1.0,1.0,0.030461650308390868,0.5,0.8333333333333334,,,,,,
834,168100,1668,0.031478228309550216,0.5,0.8333333333333334,,,,,,,,,
835,168326,1670,0.02294886468556342,1.0,1.0,,,,,,,,,
836,168536,1672,0.030662841943477674,0.5,0.8333333333333334,,,,,,,,,
837,168698,1674,0.030344610824284475,0.0,0.6666666666666666,,,,,,,,,
838,169020,1676,0.02337456205169761,0.0,0.5,,,,,,,,,
839,169278,1678,0.02154561349156666,1.0,1.0,,,,,,,,,
840,169520,1680,0.024357133787867042,1.0,1.0,,,,,,,,,
841,169682,1682,0.025100736598120447,1.0,1.0,0.03662199044914672,0.5,0.8,,,,,,
842,169844,1684,0.024553839384297817,1.0,1.0,,,,,,,,,
843,170038,1686,0.023818575523930487,0.5,0.8,,,,,,,,,
844,170232,1688,0.02602217050765972,0.5,0.8,,,,,,,,,
845,170346,1690,0.04203368940657048,0.5,0.8,,,,,,,,,
846,170492,1692,0.04010311611540449,0.5,0.8,,,,,,,,,
847,170718,1694,0.02498716203572826,1.0,1.0,,,,,,,,,
848,170848,1696,0.051639335936770586,0.0,0.5,,,,,,,,,
849,171074,1698,0.021982779973752063,1.0,1.0,0.02093750131383482,1.0,1.0,,,,,,
850,171300,1700,0.027868731916997177,0.5,0.8,,,,,,,,,
851,171462,1702,0.03198580334136659,0.5,0.8,,,,,,,,,
852,171624,1704,0.030212982291188385,1.0,1.0,,,,,,,,,
853,171898,1706,0.024917325783912925,0.0,0.5,,,,,,,,,
854,172140,1708,0.02882677900531888,0.0,0.5,,,,,,,,,
855,172398,1710,0.02538991916678697,0.5,0.75,,,,,,,,,
856,172656,1712,0.023657021180237055,0.5,0.8,,,,,,,,,
857,172898,1714,0.018127040988460297,0.5,0.8,0.029131862579683913,0.5,0.75,,,,,,
858,173156,1716,0.020879774649452544,0.5,0.8333333333333334,,,,,,,,,
859,173270,1718,0.029740786093331216,1.0,1.0,,,,,,,,,
860,173480,1720,0.035410013604358276,0.0,0.6666666666666666,,,,,,,,,
861,173674,1722,0.024685363377740258,0.5,0.8,,,,,,,,,
862,174684,1724,0.01890390767139331,0.5,0.75,,,,,,,,,
863,175278,1726,0.016911445373488695,1.0,1.0,,,,,,,,,
864,175488,1728,0.026579544852273873,0.5,0.8,,,,,,,,,
865,175698,1730,0.026912397002033333,1.0,1.0,0.03446816827536723,0.5,0.8,,,,,,
866,175956,1732,0.027580702993830357,0.5,0.8333333333333334,,,,,,,,,
867,176214,1734,0.028254418543610528,0.5,0.8,,,,,,,,,
868,176456,1736,0.0253681016985541,0.5,0.75,,,,,,,,,
869,176714,1738,0.023456240571205742,0.5,0.8333333333333334,,,,,,,,,
870,176940,1740,0.029397651130531617,0.5,0.8333333333333334,,,,,,,,,
871,177118,1742,0.029557689651341087,0.5,0.8,,,,,,,,,
872,177328,1744,0.023356313092149673,0.5,0.8333333333333334,,,,,,,,,
873,177442,1746,0.04696704743661419,0.0,0.6666666666666666,0.032139024813471334,1.0,1.0,,,,,,
874,177652,1748,0.0260038478476218,1.0,1.0,,,,,,,,,
875,177798,1750,0.022164500965303972,1.0,1.0,,,,,,,,,
876,177912,1752,0.03696099718962354,1.0,1.0,,,,,,,,,
877,178026,1754,0.03208518408666026,0.5,0.8333333333333334,,,,,,,,,
878,178236,1756,0.04013736266810226,0.0,0.5,,,,,,,,,
879,178430,1758,0.02659314547964262,0.0,0.5,,,,,,,,,
880,178640,1760,0.01557273130201688,1.0,1.0,,,,,,,,,
881,178786,1762,0.031511984393595815,0.5,0.8,0.036983903381756965,0.0,0.5,,,,,,
882,178900,1764,0.03711048589794115,0.5,0.8,,,,,,,,,
883,179046,1766,0.025033648468533003,1.0,1.0,,,,,,,,,
884,179192,1768,0.031329318871017274,0.5,0.8,,,,,,,,,
885,179434,1770,0.020565321501249855,1.0,1.0,,,,,,,,,
886,179676,1772,0.03698279390088737,0.0,0.5,,,,,,,,,
887,179902,1774,0.031135729568290377,0.5,0.8,,,,,,,,,
888,180144,1776,0.025922586364643695,1.0,1.0,,,,,,,,,
889,180386,1778,0.026877879412466273,0.0,0.5,0.025833284521666947,1.0,1.0,,,,,,
890,180628,1780,0.03185187154687992,0.0,0.5,,,,,,,,,
891,180870,1782,0.02211682660328643,1.0,1.0,,,,,,,,,
892,181112,1784,0.019551878751638167,1.0,1.0,,,,,,,,,
893,181258,1786,0.028233713561163918,0.5,0.75,,,,,,,,,
894,181420,1788,0.028266930316141043,1.0,1.0,,,,,,,,,
895,181582,1790,0.028473155112177666,1.0,1.0,,,,,,,,,
896,181808,1792,0.01998818793478579,1.0,1.0,,,,,,,,,
897,182034,1794,0.021107858043015345,1.0,1.0,0.03273507483597655,1.0,1.0,,,,,,
898,182180,1796,0.02759302176293002,1.0,1.0,,,,,,,,,
899,182326,1798,0.02779995914640267,1.0,1.0,,,,,,,,,
900,182472,1800,0.02341111974998891,1.0,1.0,,,,,,,,,
901,182714,1802,0.02142513116352651,1.0,1.0,,,,,,,,,
902,182876,1804,0.02948304822783484,0.5,0.8,,,,,,,,,
903,183118,1806,0.031143089350888813,0.0,0.4,,,,,,,,,
904,183312,1808,0.02960855745741696,1.0,1.0,,,,,,,,,
905,183474,1810,0.03126299080393187,1.0,1.0,0.030631067154394294,0.5,0.8,,,,,,
906,183716,1812,0.02177964318951399,1.0,1.0,,,,,,,,,
907,183926,1814,0.02455914972639291,0.5,0.75,,,,,,,,,
908,184040,1816,0.032934043284582395,1.0,1.0,,,,,,,,,
909,184186,1818,0.03406089498471728,0.5,0.75,,,,,,,,,
910,184700,1820,0.020575564681767775,0.5,0.8333333333333334,,,,,,,,,
911,184830,1822,0.03476200702558401,0.5,0.8333333333333334,,,,,,,,,
912,185072,1824,0.03399196072449802,0.0,0.6666666666666666,,,,,,,,,
913,185282,1826,0.03899501916720108,0.0,0.6666666666666666,0.02267918922857163,0.5,0.75,,,,,,
914,185412,1828,0.029573296435429483,1.0,1.0,,,,,,,,,
915,185670,1830,0.02001714596776672,1.0,1.0,,,,,,,,,
916,185944,1832,0.02151740600199456,0.5,0.8333333333333334,,,,,,,,,
917,186170,1834,0.022281249330728926,0.5,0.8333333333333334,,,,,,,,,
918,186428,1836,0.02364830653754268,1.0,1.0,,,,,,,,,
919,186686,1838,0.02342710263067232,0.5,0.8,,,,,,,,,
920,186816,1840,0.022020027838905207,1.0,1.0,,,,,,,,,
921,186978,1842,0.02608899352942262,1.0,1.0,0.026646999762079758,1.0,1.0,,,,,,
922,187108,1844,0.027062052944326353,1.0,1.0,,,,,,,,,
923,187318,1846,0.021903508458511675,1.0,1.0,,,,,,,,,
924,187576,1848,0.0275351274290793,0.5,0.8,,,,,,,,,
925,187690,1850,0.028819994343133266,1.0,1.0,,,,,,,,,
926,187852,1852,0.02632509639628756,1.0,1.0,,,,,,,,,
927,187982,1854,0.0210300858904651,1.0,1.0,,,,,,,,,
928,188272,1856,0.024296319782486146,0.5,0.75,,,,,,,,,
929,188482,1858,0.026777268986288093,1.0,1.0,0.02423910557838468,1.0,1.0,,,,,,
930,188612,1860,0.03534942041599948,0.5,0.8,,,,,,,,,
931,188758,1862,0.031356512737555325,0.0,0.6666666666666666,,,,,,,,,
932,188984,1864,0.01978927435317295,1.0,1.0,,,,,,,,,
933,189098,1866,0.03905458756476394,0.5,0.8,,,,,,,,,
934,189308,1868,0.025008052252809686,1.0,1.0,,,,,,,,,
935,189566,1870,0.026082754001320582,1.0,1.0,,,,,,,,,
936,189792,1872,0.019437094895779248,1.0,1.0,,,,,,,,,
937,189954,1874,0.018966674140043552,1.0,1.0,0.01868299569329152,1.0,1.0,,,,,,
938,190084,1876,0.02353887164602611,1.0,1.0,,,,,,,,,
939,190326,1878,0.020393268729359988,0.5,0.8,,,,,,,,,
940,190472,1880,0.02557119038211618,1.0,1.0,,,,,,,,,
941,190714,1882,0.02183971293208348,0.5,0.75,,,,,,,,,
942,190972,1884,0.015779478862829707,1.0,1.0,,,,,,,,,
943,191166,1886,0.018586499104740143,1.0,1.0,,,,,,,,,
944,191376,1888,0.02524014689503684,1.0,1.0,,,,,,,,,
945,191490,1890,0.03134875442141817,0.5,0.8333333333333334,0.03301586350587314,0.5,0.8333333333333334,,,,,,
946,191620,1892,0.028986731688428906,1.0,1.0,,,,,,,,,
947,191766,1894,0.027979973016429335,1.0,1.0,,,,,,,,,
948,192008,1896,0.02108886423564127,0.5,0.75,,,,,,,,,
949,192090,1898,0.027386557530783652,1.0,1.0,,,,,,,,,
950,192348,1900,0.023978046065758464,1.0,1.0,,,,,,,,,
951,192494,1902,0.02628247942532653,1.0,1.0,,,,,,,,,
952,192720,1904,0.03199362279669994,0.0,0.6666666666666666,,,,,,,,,
953,192978,1906,0.02542563591838814,1.0,1.0,0.036453585863453666,0.5,0.75,,,,,,
954,193124,1908,0.024464524345696896,1.0,1.0,,,,,,,,,
955,193254,1910,0.031087205709840474,1.0,1.0,,,,,,,,,
956,193400,1912,0.025922833719076208,1.0,1.0,,,,,,,,,
957,193514,1914,0.031945048272445355,0.5,0.8,,,,,,,,,
958,193740,1916,0.024888483025987156,0.5,0.75,,,,,,,,,
959,193950,1918,0.028872991992089873,0.5,0.8333333333333334,,,,,,,,,
960,194208,1920,0.023120302273566297,0.5,0.8,,,,,,,,,
961,194418,1922,0.0224976955441471,1.0,1.0,0.03647862525524844,0.0,0.6,,,,,,
962,194532,1924,0.01854821387434023,1.0,1.0,,,,,,,,,
963,194774,1926,0.02502020968259346,1.0,1.0,,,,,,,,,
964,194984,1928,0.018474639169684136,1.0,1.0,,,,,,,,,
965,195226,1930,0.022764399379561536,1.0,1.0,,,,,,,,,
966,195500,1932,0.021884447328467668,1.0,1.0,,,,,,,,,
967,195838,1934,0.02335855153889681,1.0,1.0,,,,,,,,,
968,196096,1936,0.027392775590511887,0.5,0.75,,,,,,,,,
969,196210,1938,0.036313065655037266,1.0,1.0,0.02558154499641296,1.0,1.0,,,,,,
970,196436,1940,0.018610126163642104,1.0,1.0,,,,,,,,,
971,196614,1942,0.01502159671102411,1.0,1.0,,,,,,,,,
972,196856,1944,0.040465918555573195,0.5,0.8,,,,,,,,,
973,197082,1946,0.02186269852643753,1.0,1.0,,,,,,,,,
974,197340,1948,0.018746958213394647,0.5,0.8333333333333334,,,,,,,,,
975,197582,1950,0.02072597738899367,1.0,1.0,,,,,,,,,
976,197824,1952,0.021595406385886085,1.0,1.0,,,,,,,,,
977,198034,1954,0.024208844972112658,1.0,1.0,0.01971194095521423,1.0,1.0,,,,,,
978,198260,1956,0.032282049481233505,0.5,0.8,,,,,,,,,
979,198502,1958,0.042329567339280096,0.0,0.5,,,,,,,,,
980,198776,1960,0.021410701172428215,0.5,0.8333333333333334,,,,,,,,,
981,199002,1962,0.015849020143253453,1.0,1.0,,,,,,,,,
982,199276,1964,0.021880857917807965,0.5,0.75,,,,,,,,,
983,199406,1966,0.02886653149793162,1.0,1.0,,,,,,,,,
984,199536,1968,0.025724211589888454,1.0,1.0,,,,,,,,,
985,199762,1970,0.030119753944544525,1.0,1.0,0.03438632289278947,1.0,1.0,,,,,,
986,200036,1972,0.01697618454403335,1.0,1.0,,,,,,,,,
987,200326,1974,0.026908456187281143,1.0,1.0,,,,,,,,,
988,200504,1976,0.034912674723474826,0.5,0.8,,,,,,,,,
989,200634,1978,0.026921517719272002,1.0,1.0,,,,,,,,,
990,200860,1980,0.018925846018426166,1.0,1.0,,,,,,,,,
991,201070,1982,0.029379303332748352,0.0,0.6,,,,,,,,,
992,201216,1984,0.02369274740486958,1.0,1.0,,,,,,,,,
993,201442,1986,0.022859856795628762,1.0,1.0,0.02900299065475595,0.5,0.8,,,,,,
994,201716,1988,0.02597308863689544,0.5,0.8333333333333334,,,,,,,,,
995,201958,1990,0.02525569106689651,1.0,1.0,,,,,,,,,
996,202088,1992,0.02966802080686847,0.5,0.8333333333333334,,,,,,,,,
997,202234,1994,0.02574673262287888,1.0,1.0,,,,,,,,,
998,202348,1996,0.02903884668503192,1.0,1.0,,,,,,,,,
999,202606,1998,0.02337193433624435,0.5,0.8333333333333334,,,,,,,,,
1000,202864,2000,0.02677100421248696,0.0,0.6666666666666666,,,,,,,,,
1001,203090,2002,0.03269581249933318,0.5,0.8333333333333334,0.02519686552800067,1.0,1.0,,,,,,
1002,203220,2004,0.027666825609612714,1.0,1.0,,,,,,,,,
1003,203462,2006,0.022988963001191676,0.5,0.8,,,,,,,,,
1004,203720,2008,0.023011371595264195,1.0,1.0,,,,,,,,,
1005,203834,2010,0.03399606980729134,0.5,0.8,,,,,,,,,
1006,204076,2012,0.022848621606146934,0.5,0.8333333333333334,,,,,,,,,
1007,204206,2014,0.022825381075842872,1.0,1.0,,,,,,,,,
1008,204368,2016,0.03190241459939876,0.5,0.8,,,,,,,,,
1009,204546,2018,0.029486302779105245,0.5,0.8,0.017822539260133163,1.0,1.0,,,,,,
1010,204756,2020,0.016027975811878325,0.5,0.8,,,,,,,,,
1011,204998,2022,0.024385248012946555,0.5,0.75,,,,,,,,,
1012,205224,2024,0.028909435813057726,0.5,0.75,,,,,,,,,
1013,205354,2026,0.035742395318990816,0.0,0.5,,,,,,,,,
1014,205500,2028,0.024110732835676267,1.0,1.0,,,,,,,,,
1015,205646,2030,0.02645472169160813,1.0,1.0,,,,,,,,,
1016,205904,2032,0.02202752920517497,0.5,0.8333333333333334,,,,,,,,,
1017,206018,2034,0.025353372080376173,1.0,1.0,0.01882916998600763,0.5,0.8,,,,,,
1018,206180,2036,0.02949522113676255,1.0,1.0,,,,,,,,,
1019,206326,2038,0.025941152312109354,1.0,1.0,,,,,,,,,
1020,206520,2040,0.027076096334549788,1.0,1.0,,,,,,,,,
1021,206698,2042,0.024205747174765455,0.5,0.8,,,,,,,,,
1022,206924,2044,0.02927080226834505,0.5,0.8333333333333334,,,,,,,,,
1023,207166,2046,0.021440691398208707,0.5,0.8333333333333334,,,,,,,,,
1024,207360,2048,0.030775222285914196,0.5,0.8333333333333334,,,,,,,,,
1025,207570,2050,0.03605086311321027,0.5,0.8333333333333334,0.016319047085228855,1.0,1.0,,,,,,
1026,207764,2052,0.021869613820813736,1.0,1.0,,,,,,,,,
1027,208006,2054,0.014078063907264703,1.0,1.0,,,,,,,,,
1028,208136,2056,0.03443526949150282,1.0,1.0,,,,,,,,,
1029,208266,2058,0.04545549718028156,0.0,0.5,,,,,,,,,
1030,208540,2060,0.03141592137659696,0.5,0.8333333333333334,,,,,,,,,
1031,208782,2062,0.02091993465454258,1.0,1.0,,,,,,,,,
1032,209024,2064,0.031171951811831453,1.0,1.0,,,,,,,,,
1033,209170,2066,0.019376288953529743,1.0,1.0,0.04333587583323021,0.5,0.8,,,,,,
1034,209300,2068,0.027555299758165293,0.5,0.8,,,,,,,,,
1035,209542,2070,0.019677208497284635,1.0,1.0,,,,,,,,,
1036,209752,2072,0.026975222371775968,0.5,0.8,,,,,,,,,
1037,210010,2074,0.021765413149516633,1.0,1.0,,,,,,,,,
1038,210156,2076,0.024106494998208064,1.0,1.0,,,,,,,,,
1039,210286,2078,0.01834892898110496,1.0,1.0,,,,,,,,,
1040,210464,2080,0.022441798651025236,1.0,1.0,,,,,,,,,
1041,210610,2082,0.026653189342937113,1.0,1.0,0.02048560205569629,1.0,1.0,,,,,,
1042,210772,2084,0.030716137820407087,0.5,0.8,,,,,,,,,
1043,210982,2086,0.015957420418944122,0.5,0.8,,,,,,,,,
1044,211224,2088,0.020394390833701283,1.0,1.0,,,,,,,,,
1045,211434,2090,0.02535739933046146,0.5,0.8,,,,,,,,,
1046,211548,2092,0.02419593531769546,1.0,1.0,,,,,,,,,
1047,211758,2094,0.03209970937742985,0.5,0.75,,,,,,,,,
1048,212016,2096,0.024610839673110264,0.5,0.8,,,,,,,,,
1049,212258,2098,0.03390651519563138,0.0,0.5,0.03437755698423037,0.5,0.8,,,,,,
1050,212468,2100,0.02802315870376753,0.5,0.8,,,,,,,,,
1051,212710,2102,0.019004365101187356,1.0,1.0,,,,,,,,,
1052,212856,2104,0.026832031290428708,0.5,0.75,,,,,,,,,
1053,213050,2106,0.027380510432327584,1.0,1.0,,,,,,,,,
1054,213324,2108,0.0240715722685611,1.0,1.0,,,,,,,,,
1055,213566,2110,0.01991937683843283,1.0,1.0,,,,,,,,,
1056,213824,2112,0.01969525089252059,1.0,1.0,,,,,,,,,
1057,213938,2114,0.02266646828897787,1.0,1.0,0.01992753172917825,0.5,0.8,,,,,,
1058,214084,2116,0.026591873380704227,0.5,0.8,,,,,,,,,
1059,214262,2118,0.029287292726692362,0.5,0.8,,,,,,,,,
1060,214536,2120,0.018325697951542198,1.0,1.0,,,,,,,,,
1061,214698,2122,0.02978336387211413,0.0,0.6666666666666666,,,,,,,,,
1062,214828,2124,0.02089086395780555,1.0,1.0,,,,,,,,,
1063,214974,2126,0.032573358765819446,0.5,0.8333333333333334,,,,,,,,,
1064,215232,2128,0.030740797733024867,0.5,0.8333333333333334,,,,,,,,,
1065,215458,2130,0.016728951741328615,1.0,1.0,0.0303978615375172,1.0,1.0,,,,,,
1066,215700,2132,0.020249127391446867,1.0,1.0,,,,,,,,,
1067,215878,2134,0.022254045268671287,0.5,0.75,,,,,,,,,
1068,216136,2136,0.01680139100499886,0.5,0.8333333333333334,,,,,,,,,
1069,216298,2138,0.015580044145673582,1.0,1.0,,,,,,,,,
1070,216444,2140,0.025530310737783817,1.0,1.0,,,,,,,,,
1071,216558,2142,0.03971616747324334,0.5,0.8,,,,,,,,,
1072,216720,2144,0.027669469324893732,0.5,0.8333333333333334,,,,,,,,,
1073,216866,2146,0.02811304862460045,1.0,1.0,0.022538975955656803,0.0,0.6,,,,,,
1074,217012,2148,0.03487700715525446,0.5,0.8333333333333334,,,,,,,,,
1075,217238,2150,0.027491289430014214,0.0,0.6,,,,,,,,,
1076,217384,2152,0.03190097256781757,1.0,1.0,,,,,,,,,
1077,217674,2154,0.017457996366399834,1.0,1.0,,,,,,,,,
1078,217900,2156,0.03163345942996671,0.5,0.8,,,,,,,,,
1079,218030,2158,0.030996444727560118,1.0,1.0,,,,,,,,,
1080,218272,2160,0.018331576617314112,1.0,1.0,,,,,,,,,
1081,218498,2162,0.03477628276942953,0.5,0.8,0.016714681203862124,1.0,1.0,,,,,,
1082,218708,2164,0.029214035537386544,1.0,1.0,,,,,,,,,
1083,218886,2166,0.031159399967172128,0.5,0.75,,,,,,,,,
1084,219160,2168,0.020974476691210116,0.5,0.8,,,,,,,,,
1085,219370,2170,0.02387106290325199,1.0,1.0,,,,,,,,,
1086,219580,2172,0.02825607930659037,0.5,0.8,,,,,,,,,
1087,219822,2174,0.01778691202299403,1.0,1.0,,,,,,,,,
1088,220048,2176,0.018552364342569787,1.0,1.0,,,,,,,,,
1089,220242,2178,0.03244324266384411,0.5,0.8333333333333334,0.03294519142150966,0.5,0.8333333333333334,,,,,,
1090,220468,2180,0.026571672133623808,0.5,0.75,,,,,,,,,
1091,220582,2182,0.04557394726027236,0.5,0.8,,,,,,,,,
1092,220792,2184,0.030060116369865258,0.0,0.5,,,,,,,,,
1093,221002,2186,0.02159007894857356,1.0,1.0,,,,,,,,,
1094,221116,2188,0.02762769498168674,1.0,1.0,,,,,,,,,
1095,221278,2190,0.02682328355848427,1.0,1.0,,,,,,,,,
1096,221488,2192,0.02664932694730711,0.5,0.75,,,,,,,,,
1097,221634,2194,0.02969685496757481,0.5,0.8,0.029982066280747403,0.0,0.5,,,,,,
1098,221876,2196,0.023697447874047154,1.0,1.0,,,,,,,,,
1099,221990,2198,0.03089402079543447,1.0,1.0,,,,,,,,,
1100,222216,2200,0.01783192418677922,1.0,1.0,,,,,,,,,
1101,222426,2202,0.028652994448472538,0.5,0.8333333333333334,,,,,,,,,
1102,222652,2204,0.021089532570269964,1.0,1.0,,,,,,,,,
1103,222766,2206,0.032664817597700936,0.5,0.8333333333333334,,,,,,,,,
1104,222960,2208,0.028544132757776505,0.5,0.8333333333333334,,,,,,,,,
1105,223202,2210,0.02866686093903172,0.5,0.8333333333333334,0.03011290205662661,0.5,0.8,,,,,,
1106,223460,2212,0.02617779339990506,1.0,1.0,,,,,,,,,
1107,223638,2214,0.023403924164097336,1.0,1.0,,,,,,,,,
1108,223880,2216,0.028115054153661126,0.5,0.8,,,,,,,,,
1109,224074,2218,0.023313443870751297,1.0,1.0,,,,,,,,,
1110,224300,2220,0.029527810885837925,1.0,1.0,,,,,,,,,
1111,224558,2222,0.018936361920381298,1.0,1.0,,,,,,,,,
1112,224672,2224,0.01957192112610268,1.0,1.0,,,,,,,,,
1113,224946,2226,0.021725439759731322,1.0,1.0,0.021227733549908413,1.0,1.0,,,,,,
1114,225076,2228,0.03997726445024725,0.5,0.8,,,,,,,,,
1115,225318,2230,0.023975150058278584,1.0,1.0,,,,,,,,,
1116,225560,2232,0.02547449206863439,0.5,0.8,,,,,,,,,
1117,225786,2234,0.0344794277996594,0.0,0.5,,,,,,,,,
1118,225916,2236,0.04330351487254006,0.5,0.75,,,,,,,,,
1119,226142,2238,0.023369035933069344,1.0,1.0,,,,,,,,,
1120,226304,2240,0.02527236803258302,0.5,0.8,,,,,,,,,
1121,226514,2242,0.015218876719041837,1.0,1.0,0.0326859346382428,0.5,0.8,,,,,,
1122,226724,2244,0.0365130041863978,0.5,0.8,,,,,,,,,
1123,226966,2246,0.02930941124675102,0.0,0.5,,,,,,,,,
1124,227096,2248,0.03817888148842357,0.5,0.8,,,,,,,,,
1125,227322,2250,0.02187558202455169,1.0,1.0,,,,,,,,,
1126,227452,2252,0.026205164258835793,1.0,1.0,,,,,,,,,
1127,227694,2254,0.02508018914731345,1.0,1.0,,,,,,,,,
1128,227920,2256,0.02064627495364561,1.0,1.0,,,,,,,,,
1129,228162,2258,0.024910853723487433,0.0,0.5,0.022781985978077568,0.0,0.5,,,,,,
